duration_seconds,packet_count,total_bytes,bytes_per_sec,packets_per_sec,syn_count,ack_count,fin_count,rst_count,syn_ack_ratio,rst_ratio,attack_type,Label
84.92711,14.0,11970.0,140.9444,0.16484725,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
117.19518,30.0,5984.0,51.06012,0.2559832,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
3e-06,2.0,0.0,0.0,666666.7,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
85.442856,13.0,11947.0,139.82445,0.15214847,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
3e-06,2.0,0.0,0.0,666666.7,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.001016,5.0,0.0,0.0,4921.26,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.00019,4.0,428.0,2.2526315e+06,21052.63,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
5e-06,2.0,0.0,0.0,400000.0,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.023574,2.0,282.0,11962.331,84.83923,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
99.19074,13.0,11987.0,120.84797,0.13106062,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
10.857175,14.0,12344.0,1136.944,1.2894698,0.0,0.0,0.0,0.0,0.0,0.0,DoS GoldenEye,1
4e-06,2.0,0.0,0.0,500000.0,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.000191,4.0,292.0,1.5287958e+06,20942.408,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.000292,3.0,14.0,47945.207,10273.973,1.0,1.0,0.0,0.0,0.5,0.0,FTP-Patator,1
0.993521,12.0,13007.0,13091.822,12.078255,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk,1
10.579324,13.0,12088.0,1142.6061,1.228812,0.0,0.0,0.0,0.0,0.0,0.0,DoS GoldenEye,1
0.00021,4.0,184.0,876190.5,19047.62,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
6e-06,2.0,0.0,0.0,333333.34,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.031032,4.0,228.0,7347.2544,128.8992,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
6e-05,2.0,0.0,0.0,33333.332,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
0.010996,4.0,18.0,1636.9589,363.76865,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
4e-06,2.0,0.0,0.0,500000.0,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.030919,2.0,153.0,4948.4136,64.68514,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.000211,4.0,216.0,1.0236967e+06,18957.346,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.031979,4.0,234.0,7317.302,125.082085,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
101.46736,14.0,11934.0,117.614174,0.1379754,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
100.20037,14.0,11966.0,119.420715,0.13972004,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
85.28326,11.0,11995.0,140.64894,0.12898195,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
116.700325,13.0,11933.0,102.25336,0.11139643,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
0.050652,4.0,260.0,5133.065,78.97023,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.04889,2.0,174.0,3559.01,40.90816,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.74587,19.0,6180.0,8285.626,25.473608,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
3e-06,2.0,0.0,0.0,666666.7,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
118.287636,47.0,9086.0,76.81276,0.39733654,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
83.03917,13.0,11974.0,144.197,0.15655263,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
86.02713,13.0,11939.0,138.7818,0.15111512,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
85.24426,15.0,11902.0,139.6223,0.17596492,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
85.21342,16.0,11909.0,139.75499,0.18776387,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
4.105016,4.0,281.0,68.45284,0.9744176,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
41.865887,4.0,370.0,8.837745,0.09554318,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.249605,7.0,729.0,2920.6145,28.04431,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
83.62289,11.0,11922.0,142.56862,0.13154294,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
0.03122,4.0,288.0,9224.855,128.123,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
97.82807,10.0,11961.0,122.26552,0.10222015,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
86.82644,12.0,11975.0,137.91882,0.13820675,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
0.294041,20.0,5946.0,20221.67,68.01772,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
98.415855,13.0,12011.0,122.04334,0.13209254,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
85.0285,14.0,11968.0,140.7528,0.16465068,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
99.96578,15.0,12651.0,126.5533,0.15005134,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
86.43326,13.0,11925.0,137.96773,0.15040506,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.151578,9.0,11947.0,78817.51,59.37537,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk,1
10.254416,17.0,5759.0,561.6117,1.6578224,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
4.8e-05,2.0,0.0,0.0,41666.668,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
5.5e-05,2.0,0.0,0.0,36363.637,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
0.030923,2.0,144.0,4656.728,64.67678,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
85.53391,14.0,12313.0,143.9546,0.16367778,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
1e-06,2.0,12.0,1.2e+07,2e+06,0.0,0.0,1.0,0.0,0.0,0.0,BENIGN,0
0.155402,71.0,65495.0,421455.3,456.87958,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
98.34289,14.0,11926.0,121.26958,0.14235905,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
3e-06,2.0,0.0,0.0,666666.7,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
3e-06,2.0,0.0,0.0,666666.7,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.030873,4.0,326.0,10559.389,129.56305,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.001967,8.0,11917.0,6.0584645e+06,4067.1072,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.000175,4.0,208.0,1.1885714e+06,22857.143,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
113.31153,61.0,15736.0,138.87378,0.5383389,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
4e-06,2.0,0.0,0.0,500000.0,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
100.169914,14.0,11942.0,119.21743,0.13976252,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
84.867134,12.0,11963.0,140.96152,0.14139749,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
10.073497,85.0,73114.0,7258.0557,8.4379835,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.00101,6.0,0.0,0.0,5940.594,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.03067,2.0,136.0,4434.301,65.210304,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
5.707135,17.0,5453.0,955.47064,2.9787276,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.000789,4.0,3388.0,4.294043e+06,5069.7085,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.03237,4.0,190.0,5869.6323,123.571205,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
2e-06,3.0,31.0,1.55e+07,1.5e+06,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
8.6e-05,2.0,0.0,0.0,23255.814,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
0.012711,4.0,12.0,944.0642,314.68808,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
4e-06,2.0,31.0,7.75e+06,500000.0,1.0,1.0,0.0,0.0,0.5,0.0,BENIGN,0
119.930504,46.0,14403.0,120.09455,0.38355547,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
5.530605,4.0,12.0,2.1697445,0.7232482,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
101.41657,12.0,11948.0,117.81113,0.11832386,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
0.000273,3.0,14.0,51282.05,10989.011,1.0,1.0,0.0,0.0,0.5,0.0,FTP-Patator,1
0.023833,2.0,96.0,4028.0283,83.91726,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
97.897484,11.0,11901.0,121.56594,0.11236244,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.000392,4.0,212.0,540816.3,10204.082,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.998219,10.0,11922.0,11943.2705,10.017841,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk,1
98.27988,15.0,11966.0,121.754326,0.15262535,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.155789,2.0,166.0,1065.5438,12.837877,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
8.1e-05,3.0,0.0,0.0,37037.035,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
0.147793,10.0,11948.0,80842.8,67.6622,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk,1
98.47524,13.0,12010.0,121.95959,0.13201287,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
4e-06,4.0,0.0,0.0,1e+06,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
97.98255,13.0,11993.0,122.399345,0.13267669,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
8.72894,24.0,294.0,33.681065,2.7494748,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator,1
87.81593,4.0,421.0,4.7941184,0.045549817,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
2.2e-05,2.0,0.0,0.0,90909.09,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
0.121112,4.0,302.0,2493.5596,33.02728,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
98.73384,13.0,11916.0,120.6881,0.1316671,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
3e-06,2.0,0.0,0.0,666666.7,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
5e-06,2.0,0.0,0.0,400000.0,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
2.5e-05,3.0,0.0,0.0,120000.0,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
0.077237,4.0,308.0,3987.726,51.78865,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
1.000309,2.0,12.0,11.996293,1.9993821,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
19.043207,23.0,4338.0,227.79776,1.2077796,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.028403,2.0,0.0,0.0,70.4151,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
81.51921,13.0,11936.0,146.41948,0.15947162,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
98.43885,12.0,11981.0,121.710075,0.12190309,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
0.030742,2.0,140.0,4554.0303,65.05758,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.274685,6.0,416.0,1514.462,21.843203,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
99.01665,13.0,12006.0,121.252335,0.13129105,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.000274,2.0,0.0,0.0,7299.27,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
6.2e-05,2.0,0.0,0.0,32258.064,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
0.103649,10.0,11955.0,115341.2,96.47946,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.00021,4.0,532.0,2.5333332e+06,19047.62,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
8.547248,18.0,12930.0,1512.7676,2.105941,0.0,0.0,0.0,0.0,0.0,0.0,DoS GoldenEye,1
3e-05,2.0,12.0,400000.0,66666.664,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
60.772858,33.0,11515.0,189.47603,0.5430056,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.181545,8.0,576.0,3172.767,44.066208,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
100.584724,13.0,11957.0,118.87491,0.12924428,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.083844,15.0,1192.0,14216.879,178.90367,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
5.433617,4.0,0.0,0.0,0.7361579,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.071905,2.0,196.0,2725.8188,27.814478,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
9e-05,2.0,0.0,0.0,22222.223,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
98.41953,12.0,11931.0,121.22594,0.121927015,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
99.30482,13.0,11973.0,120.56817,0.13091007,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.032304,2.0,0.0,0.0,61.91184,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
3.9e-05,2.0,12.0,307692.3,51282.05,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
0.030885,2.0,132.0,4273.9194,64.756355,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
84.690475,13.0,12018.0,141.90497,0.15350014,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
115.49348,21.0,3510.0,30.391327,0.18182845,0.0,0.0,0.0,0.0,0.0,0.0,DoS Slowhttptest,1
98.30164,13.0,11927.0,121.33062,0.132246,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.538741,4.0,252.0,467.75723,7.424718,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
85.36233,11.0,11939.0,139.86263,0.12886247,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
10.331566,33.0,23864.0,2309.8145,3.1940947,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
4e-06,2.0,0.0,0.0,500000.0,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
98.3352,12.0,11958.0,121.60448,0.12203159,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
99.62179,13.0,11909.0,119.54212,0.13049354,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
61.65731,33.0,7439.0,120.650734,0.53521633,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
84.861084,12.0,12001.0,141.41936,0.14140758,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
0.242327,21.0,19909.0,82157.58,86.65976,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.03074,2.0,188.0,6115.81,65.061806,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
4e-06,2.0,0.0,0.0,500000.0,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.000329,4.0,324.0,984802.44,12158.055,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.106913,4.0,29.0,271.2486,37.413597,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
0.000346,4.0,324.0,936416.2,11560.693,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
3e-06,2.0,0.0,0.0,666666.7,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.000255,4.0,474.0,1.8588235e+06,15686.274,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
18.547293,13.0,12015.0,647.8034,0.7009109,0.0,0.0,0.0,0.0,0.0,0.0,DoS GoldenEye,1
0.000208,4.0,456.0,2.1923078e+06,19230.77,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.533809,7.0,1298.0,2431.5813,13.113304,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
3.1e-05,2.0,0.0,0.0,64516.13,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
85.285034,12.0,11945.0,140.05974,0.14070463,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
3.002492,3.0,0.0,0.0,0.99917,0.0,0.0,0.0,0.0,0.0,0.0,DoS slowloris,1
0.00051,2.0,0.0,0.0,3921.5686,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
98.10551,2.0,0.0,0.0,0.020386215,0.0,1.0,0.0,0.0,0.0,0.0,DoS GoldenEye,1
1.434104,87.0,9618.0,6706.6265,60.66506,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
99.4219,16.0,11954.0,120.23508,0.16093034,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.000371,4.0,366.0,986522.94,10781.671,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.01364,4.0,12.0,879.7654,293.25513,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
0.000135,4.0,300.0,2.2222222e+06,29629.629,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.013885,4.0,12.0,864.242,288.08066,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
0.039487,2.0,224.0,5672.753,50.649582,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.030298,2.0,96.0,3168.526,66.010956,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
97.49066,13.0,11992.0,123.00665,0.13334611,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
3e-06,2.0,0.0,0.0,666666.7,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.030892,4.0,440.0,14243.17,129.48337,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.00025,4.0,176.0,704000.0,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
1e-06,2.0,0.0,0.0,2e+06,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
4e-06,2.0,12.0,3e+06,500000.0,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
0.000178,4.0,192.0,1.0786516e+06,22471.91,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.048609,4.0,310.0,6377.42,82.28929,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
86.26214,16.0,12217.0,141.62645,0.18548115,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.000176,4.0,236.0,1.3409091e+06,22727.273,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.002756,6.0,0.0,0.0,2177.068,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
99.83431,18.0,12317.0,123.37442,0.18029873,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
98.28874,13.0,11953.0,121.61108,0.13226336,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
18.103956,4.0,392.0,21.652725,0.22094618,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
89.91353,32.0,5773.0,64.20614,0.35589752,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
90.07709,6.0,18.0,0.19982883,0.06660961,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
1e-06,2.0,0.0,0.0,2e+06,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
6e-06,3.0,0.0,0.0,500000.0,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.011304,4.0,31.0,2742.392,353.85706,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
0.366521,10.0,12313.0,33594.254,27.283566,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk,1
0.000117,2.0,12.0,102564.1,17094.018,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
0.13245,7.0,1295.0,9777.274,52.850132,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.146362,2.0,244.0,1667.0994,13.664749,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
0.099439,5.0,43.0,432.4259,50.28208,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
0.046089,2.0,96.0,2082.9265,43.394302,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
83.79837,13.0,11968.0,142.819,0.15513428,0.0,1.0,0.0,0.0,0.0,0.0,DoS Hulk,1
9.5e-05,2.0,12.0,126315.79,21052.63,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
3.8e-05,2.0,12.0,315789.47,52631.58,0.0,1.0,0.0,0.0,0.0,0.0,BENIGN,0
98.71366,14.0,11972.0,121.280075,0.14182433,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
98.745926,11.0,11898.0,120.49104,0.111397,0.0,0.0,1.0,0.0,0.0,0.0,DoS Hulk,1
0.000239,4.0,444.0,1.8577406e+06,16736.402,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
